,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
tremend,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,,,,,,,,,,,,,,,,,,,,,,
collar,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/yoked with an unbeliever.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Rout of hossars.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Wressley of the foreign office.txt,,,,,,,,,,,,,,,,,,,,
fourth,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,,,,,,,,,,,,,,,,,,,,,,,
done,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/yoked with an unbeliever.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The gate of a hundred sorrows.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Lispeth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/In the pride of his youth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Bisara of pooree.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Story of Muhammed din.txt,,,,,,,,,,,,,
good,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Rout of hossars.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/yoked with an unbeliever.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Cupids arrow.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/on the strength of a likeness.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Venus Annodomini.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Lispeth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The brochkorst divorce case.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The rescue of the pluffles.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/By word of mouth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Wressley of the foreign office.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Bisara of pooree.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Three And—An Extra.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/His chance in life.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The gate of a hundred sorrows.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,,
love',/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,,,,,,,,,,,,,,,,,,,,,,,
arab,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,,,,,,,,,,,,,,,,,,,,,,,
tongu,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/His chance in life.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Cupids arrow.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The brochkorst divorce case.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Bisara of pooree.txt,,,,,,,,,,,,,,,,,,
sort,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/His chance in life.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Rout of hossars.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Wressley of the foreign office.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Three And—An Extra.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Venus Annodomini.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/on the strength of a likeness.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The gate of a hundred sorrows.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The brochkorst divorce case.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The rescue of the pluffles.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/In the pride of his youth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Bisara of pooree.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,
touch,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/His chance in life.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/yoked with an unbeliever.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Wressley of the foreign office.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/on the strength of a likeness.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The gate of a hundred sorrows.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The brochkorst divorce case.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The rescue of the pluffles.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/In the pride of his youth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Bisara of pooree.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Story of Muhammed din.txt,,,,,,,,,,,
doubt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Rout of hossars.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Wressley of the foreign office.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/on the strength of a likeness.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The brochkorst divorce case.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The rescue of the pluffles.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Story of Muhammed din.txt,,,,,,,,,,,,,,,
jacob,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,,,,,,,,,,,,,,,,,,,,,,,
privat,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/His chance in life.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Wressley of the foreign office.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/on the strength of a likeness.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The brochkorst divorce case.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/In the pride of his youth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,,,,,,,,,,,,,,,,
chamar,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,,,,,,,,,,,,,,,,,,,,,,,
absurd,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/In the pride of his youth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Bisara of pooree.txt,,,,,,,,,,,,,,,,,,,,,
fascin,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The rescue of the pluffles.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Wressley of the foreign office.txt,,,,,,,,,,,,,,,,,,,,
decent,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/yoked with an unbeliever.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Bisara of pooree.txt,,,,,,,,,,,,,,,,,,
reappear,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/In the pride of his youth.txt,,,,,,,,,,,,,,,,,,,,,,
compens,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,,,,,,,,,,,,,,,,,,,,,,,
explor,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,,,,,,,,,,,,,,,,,,,,,,,
strict,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,,,,,,,,,,,,,,,,,,,,,,,
hoof,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,,,,,,,,,,,,,,,,,,,,,,
fit,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Wressley of the foreign office.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Cupids arrow.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The gate of a hundred sorrows.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The brochkorst divorce case.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The rescue of the pluffles.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Story of Muhammed din.txt,,,,,,,,,,,,,,,
bearer,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The brochkorst divorce case.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Story of Muhammed din.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/By word of mouth.txt,,,,,,,,,,,,,,,,,,,
cant,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,,,,,,,,,,,,,,,,,,,,,,,
societi,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Cupids arrow.txt,,,,,,,,,,,,,,,,,,,,,
half,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Rout of hossars.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/His chance in life.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/yoked with an unbeliever.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Wressley of the foreign office.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Venus Annodomini.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Cupids arrow.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The gate of a hundred sorrows.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The brochkorst divorce case.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Lispeth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/In the pride of his youth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Bisara of pooree.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Story of Muhammed din.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Three And—An Extra.txt,,,,,
attach,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/on the strength of a likeness.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Bisara of pooree.txt,,,,,,,,,,,,,,,,,,,,,
v,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,,,,,,,,,,,,,,,,,,,,,,,
grave,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Rout of hossars.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Story of Muhammed din.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/By word of mouth.txt,,,,,,,,,,,,,,,,,,,
rigid,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,,,,,,,,,,,,,,,,,,,,,,,
skin,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The gate of a hundred sorrows.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,,,,,,,,,,,,,,,,,,,,,
policeman,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/His chance in life.txt,,,,,,,,,,,,,,,,,,,,,,
fellow,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/yoked with an unbeliever.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Wressley of the foreign office.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/By word of mouth.txt,,,,,,,,,,,,,,,,,,,
long,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Rout of hossars.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/yoked with an unbeliever.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Cupids arrow.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/on the strength of a likeness.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/In the pride of his youth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Venus Annodomini.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Lispeth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The brochkorst divorce case.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The rescue of the pluffles.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Story of Muhammed din.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/By word of mouth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Wressley of the foreign office.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Bisara of pooree.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Three And—An Extra.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/His chance in life.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The gate of a hundred sorrows.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt
man,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Rout of hossars.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/yoked with an unbeliever.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Cupids arrow.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/on the strength of a likeness.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Miss Yougals sais.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/In the pride of his youth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Venus Annodomini.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Lispeth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The brochkorst divorce case.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The rescue of the pluffles.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Story of Muhammed din.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/By word of mouth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Wressley of the foreign office.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Bisara of pooree.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Three And—An Extra.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/His chance in life.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The gate of a hundred sorrows.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt
